"Year","State","District","Village","pH","EC","P","K","Ca","Mg","S","Zn","B","Fe","Cu","Mn","C","Lon","Lat","soil_type"
2016,"Andhra Pradesh","Krishna","Kanasanapalli",7.1,0.084,17.687,67.53,295.733,65.954,3.617,1.1,0.346,3.42,0.26,4.92,0.192,80.7526830002,16.6340080001,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.95,0.14,7.012,147.453,875.717,177.557,9.045,1.28,1.1,11.62,0.82,28.1,0.743,80.6325194447,16.6340222219,"Red"
2016,"Andhra Pradesh","Krishna","Mulapadu",8.16,0.475,18.2,302.725,4526.154,1158.601,48.464,0.66,1.367,4.18,2.66,4.68,0.63,80.4743999996,16.634027778,""
2016,"Andhra Pradesh","Krishna","Kanasanapalli",7.07,0.081,19.06,70.223,293.245,70.194,2.638,0.94,0.32,2.5,0.22,3.6,0.195,80.7549739998,16.6341019999,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.28,0.083,26.414,86.05,347.15,55.65,6.963,0.16,0.251,9.66,0.42,19.8,0.202,80.7166559999,16.6341310003,"Red Soil"
2016,"Andhra Pradesh","East G davari","Kesanakurru",8.32,0.146,7.267,278.283,4392.945,877.95,3.688,0.64,0.759,3.22,6.08,257.203,0.301,82.1780416668,16.6342722218,"Black s il"
2015,"Andhra Pradesh","Krishna","Velagaleru",7.02,0.68,31.27,214,2368,807,117.45,1.34,2,98.5,5.04,46.62,0.8,80.6113999996,16.6346999996,"Black"
2016,"Andhra Pradesh","Guntur","Tangedu",8.35,0.482,11.4,127.501,2574.759,748.154,42.385,0.48,1.016,10.44,3.06,8.02,0.274,79.8380550001,16.6347219997,""
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.33,0.094,35.408,74.25,358.45,54.3,6.975,0.62,0.372,13.48,0.48,21.92,0.287,80.7165280003,16.6349989999,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.39,0.099,32.282,72,349.25,55.55,8.501,0.44,0.341,13.7,0.48,22.88,0.281,80.7139140002,16.6351430002,"Light Black"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.38,0.107,28.373,74.05,352.3,54.65,9.79,0.32,0.367,8.72,0.36,15.92,0.236,80.7384110004,16.6351759001,"Red Soil"
2016,"Andhra Pradesh","Krishna","Suravaram",7.04,0.104,46.247,92.95,399.835,87.104,5.793,1.76,0.415,5.68,0.46,7.18,0.218,80.8608899999,16.635196,"Red"
2016,"Andhra Pradesh","Krishna","Suravaram",7.3,0.092,17.725,83.922,363.745,82.545,3.834,1.38,0.473,5.3,0.4,6.76,0.209,80.8609360002,16.6352250004,"Red"
2015,"Andhra Pradesh","Krishna","Kawluru",7.8,0.53,21.25,243,4105,1258,37.27,0.7,1.61,41.85,4.56,13.53,0.55,80.6008,16.6353000003,"Black"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.11,0.105,22.191,79.35,312.95,50.4,10.196,0.16,0.351,11.78,0.52,25.98,0.186,80.7135070003,16.6353629996,"Red Soil"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.74,0.206,18.635,203.292,982.732,161.357,6.52,9.54,1.085,13.84,0.94,36.96,0.791,80.633338889,16.6353694441,"Red"
2016,"Andhra Pradesh","Krishna","Kanasanapalli",6.96,0.079,19.906,72.46,286.296,67.594,3.115,1.04,0.356,4.24,0.26,5.3,0.155,80.755544,16.6353740001,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.28,0.119,28.526,80.4,362.6,58.6,9.752,0.44,0.38,15.16,0.54,28.02,0.264,80.7371240004,16.6353828,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.34,0.101,29.057,74.25,359.1,53.3,9.422,0.44,0.343,12.72,0.42,24.94,0.268,80.7372049996,16.6354683003,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.29,0.09,28.052,92.4,393.35,63.85,9.283,0.4,0.369,14.92,0.56,30.78,0.249,80.7343419998,16.6355117996,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",8.23,0.1,2.16,97.143,3996.303,571.893,2.967,0.34,0.407,2.02,6.66,82.46,0.169,82.1792500004,16.6355249999,"Black s il"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.26,0.111,24.498,77,337.25,54.15,9.854,0.38,0.353,14.7,0.54,27,0.225,80.7329199999,16.6355873004,"Red"
2016,"Andhra Pradesh","Krishna","Suravaram",7.21,0.108,18.95,96.345,386.375,91.03,5.295,1.4,0.516,6.16,0.4,7.7,0.211,80.8631580001,16.6355900002,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.64,0.108,7.721,284.468,4263.786,936.081,2.15,0.58,0.632,3.7,8.32,132.107,0.306,82.1793333334,16.6357500004,"Black s il"
2015,"Andhra Pradesh","Krishna","Kawluru",8.2,0.84,19.85,198,5463,1745,68.29,0.58,1.95,18.72,2.72,9.92,0.39,80.5917000004,16.6358,"Black"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.71,0.182,23.785,199.106,1041.057,160.037,6.224,3.18,0.806,17.06,1,37.78,0.774,80.6335527774,16.6358166671,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.87,0.084,14.888,220.683,3526.961,621.757,2.884,0.86,0.614,4.06,5.74,47.35,0.206,82.1785972221,16.6359388886,"Black s il"
2016,"Andhra Pradesh","Krishna","Suravaram",7.24,0.102,20.579,84.2,430.6,87.25,5.715,2.28,0.456,6.22,0.46,7.94,0.265,80.8541029999,16.6360499998,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.19,0.135,23.873,93.65,375.35,61.1,12.177,0.26,0.363,11.32,0.6,22.28,0.129,80.7288459999,16.6362289001,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.28,0.12,25.724,83.3,360.65,56.8,12.208,0.24,0.369,9.84,0.42,19.32,0.205,80.7203920004,16.6363429998,"Red Soil"
2016,"Andhra Pradesh","Krishna","Suravaram",7.31,0.098,39.13,85.662,385.302,84.702,4.674,1.24,0.41,3.7,0.34,5.1,0.261,80.8479090002,16.6363649999,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.36,0.098,29.174,75.2,347.4,56.45,8.703,0.48,0.327,14.04,0.54,26.1,0.29,80.7169469998,16.6365480003,"Red"
2016,"Andhra Pradesh","Krishna","Kanasanapalli",7.03,0.084,23.488,73.664,295.52,69.163,3.442,0.98,0.343,2.94,0.26,3.64,0.189,80.7498059997,16.6366369999,"Red"
2015,"Andhra Pradesh","Krishna","Kawluru",8.1,0.62,16.66,243,4682,1149,54.68,1.07,2.07,8.01,3.14,8.88,0.4,80.6033000002,16.6369000003,"Black"
2015,"Andhra Pradesh","Krishna","Kawluru",7.28,1.98,49.66,413,3038,770,122.75,1.03,1.8,7.42,1.83,29.07,0.46,80.5922,16.6369000003,"Black"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.36,0.195,2.062,164.514,1603.934,166.393,5.171,0.8,0.803,10.26,1,30.4,0.662,80.6356166667,16.6369805553,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.25,0.28,8.483,273.74,1509.941,250.116,8.177,1.4,0.885,11.62,1.16,35.72,1.105,80.6340111115,16.6370138887,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.06,0.089,43.896,101.3,436.45,65.9,5.063,2.02,0.538,15.66,0.5,9.02,0.368,80.7727300002,16.6371399997,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.98,0.432,6.172,182.756,6066.178,884.862,11.928,0.5,0.623,3.72,5.98,291.673,0.247,82.173797222,16.6371527782,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.78,0.136,17.986,809.727,3312.545,830.84,4.04,0.82,0.822,3.72,9.28,167.757,0.178,82.1797833334,16.6371583333,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.87,0.183,15.008,346.099,5004.092,1031.706,4.484,1.12,0.772,3.88,6.04,262.81,0.187,82.1782222219,16.6373611115,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.91,0.34,16.333,421.107,1618.897,286.289,29.401,2.38,0.845,10.68,1.08,38.64,1.298,80.6339194445,16.6374361114,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.98,0.192,16.507,770.047,5268.835,1335.725,8.216,0.76,1.019,3.98,5.22,372.3,0.269,82.1790805555,16.6375194444,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.88,0.127,19.214,342.754,5009.068,1137.467,4.013,0.64,1.066,4.76,5.16,161.547,0.408,82.1728611114,16.6375666669,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.01,0.137,3.188,116.419,928.319,130.184,6.562,0.66,0.988,18.26,0.84,23.06,0.639,80.6310166668,16.6376000002,"Red"
2016,"Andhra Pradesh","Krishna","Vibharinthalapadu",7.72,0.189,13.4,223.407,6311.538,582.928,72.037,0.36,0.612,1.72,0.9,8.48,0.382,81.1110277782,16.6376388887,""
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.83,0.185,2.68,171.939,5349.866,1169.372,3.535,0.52,0.607,3.42,9.62,305.863,0.329,82.1789944445,16.6377361108,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.8,0.315,2.243,162.968,5481.639,1444.168,4.121,0.5,0.731,3.4,9,492.08,0.166,82.1785527776,16.6378999997,"Black s il"
2016,"Andhra Pradesh","Krishna","Vibharinthalapadu",8.27,0.486,3.2,94.25,1857.032,489.635,55.662,0.4,1.031,6.52,3.1,5.08,0.507,81.6009166671,16.6379999998,""
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.78,0.311,2.791,134.326,5337.987,1414.493,3.617,0.44,0.699,3.04,8.36,388.92,0.119,82.1739555557,16.6382222223,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.91,0.345,5.009,184.863,5055.339,1327.492,5.472,0.54,0.808,3.84,8.46,573.506,0.093,82.1685833332,16.6383333335,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.93,0.568,10.502,498.603,4557.692,1318.645,7.503,0.7,1.051,4,7.6,700.004,0.195,82.1786166663,16.6383335556,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.57,0.189,6.356,152.402,5456.409,1511.454,17.224,0.54,0.805,5.4,8.14,271.738,0.231,82.1606666668,16.6383888891,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",8.21,0.222,4.333,252.765,5366.493,1207.918,5.458,0.7,0.865,3.3,6.5,527.447,0.25,82.1756305556,16.6386111107,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.14,0.162,10.228,234.942,1338.593,139.545,15.568,1.36,1.197,8.7,0.94,26.46,0.678,80.6357027777,16.6388194441,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",8.05,0.482,15.718,548.127,4479.478,1011.53,12.909,0.7,0.893,2.96,5.62,528.105,0.388,82.1776638886,16.6388888888,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.85,0.166,31.283,239.928,884.363,197.494,6.184,3.26,1.179,16.66,0.98,44.26,0.859,80.63485,16.6388999999,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.98,0.231,8.975,208.892,5018.945,1411.791,5.774,0.52,0.829,3.6,6.8,519.963,0.233,82.1775138889,16.6389666667,"Black s il"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.25,0.104,36.016,121.3,379.65,76.25,5.267,2.34,0.598,11.76,0.5,8.86,0.45,80.7745499996,16.6389779999,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.18,0.101,39.238,106.25,368.8,68.55,5.337,1.98,0.601,11.8,0.44,7.5,0.41,80.7760509996,16.6389939998,"Red"
2016,"Andhra Pradesh","Guntur","K llimerla",8.01,0.75,15.896,404.905,5687.093,933.026,236.578,0.7,2.007,5.36,1.42,7.42,0.55,80.2826000004,16.6390000001,""
2016,"Andhra Pradesh","Krishna","Velagaleru",7,0.142,3.09,105.75,947.227,131.434,4.739,0.72,0.742,12.62,0.58,21.94,0.651,80.6306111112,16.6390138892,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.03,0.817,50.872,93.95,390.7,60.95,7.761,2.06,0.679,14.78,0.5,8.2,0.361,80.7807359998,16.639116,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.54,0.105,36.309,79.25,416.5,67.65,6.428,0.76,0.457,15.42,0.54,27.14,0.438,80.7019879997,16.6392227001,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.15,0.108,24.448,78.45,339.6,54.75,9.564,0.52,0.316,11.76,0.48,22.14,0.202,80.7340919999,16.6393269998,"Light Black"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.73,0.355,5.929,329.282,4918.836,1440.823,6.598,0.72,0.842,3.8,6.82,538.361,0.131,82.1791055558,16.6393277778,"Black s il"
2016,"Andhra Pradesh","East G davari","Kesanakurru",8.12,0.113,7.628,313.244,5685.985,832.169,2.341,0.78,0.567,3.76,5.72,89.844,0.338,82.1775722225,16.6393555551,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.46,0.229,3.931,94.131,690.008,123.212,8.654,0.88,0.53,10.24,0.82,30.68,0.533,80.6323000002,16.6399138893,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.15,0.129,23.074,82.7,357.05,53.55,11.032,0.22,0.429,11.7,0.46,25.14,0.185,80.7319979996,16.6399770001,"Red Soil"
2016,"Andhra Pradesh","Krishna","Th tapalli",5.9,0.094,53.049,93.7,344.6,55.85,7.226,1.74,0.531,13.62,0.48,7.66,0.353,80.7772330001,16.6405139997,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",6.88,0.064,11.756,255.567,3333.338,931.458,2.482,0.58,0.564,3.5,18.94,62.64,0.573,82.1644388884,16.6407277776,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.6,0.241,19.04,164.339,1382.83,248.536,11.956,0.94,0.801,12.06,1.7,23.86,0.543,80.6290250003,16.6415166665,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.11,0.103,38.838,95.8,364.6,65.35,6.697,2.04,0.612,15.4,0.46,9.7,0.44,80.7817289997,16.6416039996,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",8.05,0.152,13.406,336.769,5780.655,857.867,3.688,1.1,0.577,4.14,5.92,175.349,0.297,82.1644444445,16.6416355559,"Black s il"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.06,0.139,18.837,77.95,321,48.8,10.119,0.18,0.252,11.92,0.46,25.94,0.205,80.7309849997,16.641924,"Light Black"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.13,0.089,40.889,92.9,354.55,60.7,5.857,1.92,0.544,10.92,0.38,5.9,0.365,80.7713250001,16.6419939996,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",5.9,0.098,55.072,100.8,384.6,56.65,9.344,1.9,0.474,15.82,0.54,9.08,0.365,80.7744979999,16.6420319996,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.8,0.104,3.067,107.735,622.826,156.189,3.504,0.54,0.815,13.24,0.58,22.3,0.481,80.6309000004,16.6422555557,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.16,0.043,2.043,52.223,759.216,211.405,1.526,0.2,0.28,13.82,0.78,31.94,0.191,80.6315277776,16.6423694441,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.4,0.084,37.586,83.15,389.2,59.5,5.824,0.52,0.342,15.2,0.54,27.64,0.293,80.7342320001,16.6424180003,"Red"
2016,"Andhra Pradesh","Krishna","Kanasanapalli",7.02,0.083,19.968,73.102,297.554,67.323,2.915,1.06,0.334,4.32,0.28,5.9,0.173,80.744507,16.6425819998,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.46,0.101,32.738,75.65,378.5,61.1,6.068,0.64,0.416,14.72,0.48,23.06,0.319,80.7164470001,16.6427690003,"Red Soil"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.61,0.393,23.402,255.115,2145.652,294.199,14.963,2.34,1.504,8.32,0.66,23.62,0.532,80.6369840004,16.6428379999,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.36,0.11,30.28,75.15,371.35,62.1,8.161,0.54,0.353,12.72,0.46,21.3,0.324,80.7216229996,16.6433930003,"Red Soil"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.93,0.666,5.489,142.772,2577.258,852.689,6.029,0.52,1.25,4.24,9.02,628.201,0.176,82.1791833336,16.6436333333,"Black s il"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.24,0.115,26.753,80.2,364.4,54.15,11.981,0.36,0.302,13.86,0.56,28.42,0.255,80.7322169998,16.6436420001,"Red Soil"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.82,0.168,2.564,108.175,1155.341,165.033,8.689,0.62,0.45,23.12,1.18,29.14,0.399,80.6317833334,16.643966667,"Red"
2016,"Andhra Pradesh","Krishna","K tturu",6.48,0.052,3.238,72.967,266.133,59.608,2.418,0.46,0.225,9.1,0.34,20.76,0.364,80.6132880003,16.6440829997,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.38,0.08,33.487,69.8,369.45,60.35,6.093,0.7,0.387,13.2,0.52,22.56,0.333,80.7311180004,16.6441459999,"Light Black"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.96,0.196,10.559,230.125,1483.649,237.858,7.889,1.76,1.202,15.52,1.16,34.52,1.219,80.6348111115,16.6441694444,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.17,0.105,39.001,104.3,348.75,66.65,4.976,2.02,0.516,12.88,0.46,8.92,0.344,80.7719569996,16.6442219998,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",7,0.195,4.117,124.522,1149.668,179.375,11.018,1.38,0.899,13.92,0.7,29.08,0.928,80.6352638887,16.6442999998,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.3,0.075,35.495,116,384.85,70.55,5.935,2.84,0.587,18.3,0.66,14.48,0.507,80.7716649996,16.6443270002,"Red Soil"
2016,"Andhra Pradesh","West G davari","B.Singavaram",7.58,0.799,46.112,324.971,4279.672,1101.265,66.65,0.78,1.338,17.96,5.46,11.58,0.61,81.3266000004,16.6445200001,""
2016,"Andhra Pradesh","West G davari","B.Singavaram",8.72,0.235,9.35,128.877,2204.011,262.199,22.233,0.26,0.54,7.72,0.46,3.46,0.074,81.3267799997,16.6446299998,""
2016,"Andhra Pradesh","Krishna","K davatikallu",0,0,15.4,130.947,4499.696,369.377,151.053,0.28,1.641,1.38,1.5,11.76,0.588,80.2218166669,16.6446777781,""
2016,"Andhra Pradesh","Guntur","Tangedu",7.85,6.15,12.8,543.56,2290.494,1452.914,351.345,0.32,4.284,9.1,4.88,7.12,0.389,79.8327769996,16.6447220004,""
2016,"Andhra Pradesh","Krishna","Battinapadu",8.09,0.152,5.6,181.246,5768.419,474.545,15.983,10.98,0.586,0.44,1.16,6.28,0.338,80.3886361113,16.6447416668,""
2016,"Andhra Pradesh","Guntur","Ilavaram",7.93,0.284,18.4,302.15,5811.327,669.344,23.803,0.32,1.046,5.78,2.4,10.4,0.452,80.4657999996,16.6449999998,""
2016,"Andhra Pradesh","Krishna","Velagaleru",6.52,0.08,2.319,81.457,1092.477,222.57,3.644,0.46,0.73,15.86,1.26,30,0.399,80.6330916662,16.6451027779,"Red"
2016,"Andhra Pradesh","Krishna","Kethanak nda",7.99,0.118,15.2,127.212,1450.518,185.326,11.264,0.6,0.935,1.98,2.26,7.74,0.437,80.4630611107,16.6451611115,""
2016,"Andhra Pradesh","Krishna","Velagaleru",7.17,0.2,12.4,170.037,1391.228,218.681,7.375,1.56,1.157,13.22,1.12,27.74,1.148,80.6316277777,16.6452111111,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.12,0.099,43.318,106.65,383.1,64.6,6.434,2.04,0.581,13.78,0.46,8.26,0.383,80.7785080004,16.6452420001,"Light Black"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.24,0.114,31.9,103.75,340.4,67.55,5.691,2.2,0.614,11.86,0.48,8,0.342,80.7752110004,16.6452909997,"Red Soil"
2016,"Andhra Pradesh","Krishna","Th tapalli",6,0.09,53.552,103.1,398.5,62.35,6.525,2.06,0.526,15.24,0.5,9.46,0.391,80.7786370001,16.645416,"Red"
2016,"Andhra Pradesh","Krishna","Kethanak nda",6.8,0.195,16.6,63.814,635.448,229.994,33.627,0.5,0.581,39.42,1.46,4.58,0.334,80.4623499997,16.6457888886,""
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.49,0.087,30.381,81,368.35,61.85,6.123,0.66,0.492,16.7,0.58,27.32,0.311,80.737897,16.6461098999,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.25,0.282,5.505,124.646,1212.72,185.167,15.937,0.74,1.08,13.46,0.9,27.34,0.979,80.6332611111,16.6461888891,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.27,0.122,27.69,87.45,379.7,58,10.262,0.44,0.377,14.06,0.68,26.62,0.274,80.7305730004,16.6463879999,"Red Soil"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.58,0.181,8.197,155.45,1298.543,196.83,6.356,1.28,0.859,16.28,1.02,39.62,0.953,80.631388889,16.6464416669,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.21,0.132,25.821,80.35,367.2,58,10.078,0.36,0.33,13.36,0.58,25.54,0.228,80.7289979998,16.6465700002,"Red Soil"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.18,0.119,35.712,116.2,374.3,76.45,6.283,2.46,0.664,12.06,0.46,8.78,0.429,80.7690690004,16.6466330004,"Red Soil"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.12,0.131,19.695,80.3,335.65,51.55,11.734,0.28,0.354,11.9,0.54,25.98,0.159,80.7346379999,16.6466646997,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.38,0.29,15.472,139.457,1201.086,157.22,12.226,1.42,1.236,10.48,1.14,31.58,0.912,80.6355166666,16.6467055559,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.8,0.185,22.969,1046.808,5025.448,1142.874,6.873,0.7,0.892,3.9,7.3,184.093,0.231,82.1788611111,16.646888889,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.84,0.128,11.106,143.084,970.342,178.782,6.273,0.82,0.691,18.46,1.1,41.46,0.648,80.6333611112,16.6469083333,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",8.6,0.205,9.35,354.523,3692.555,655.102,7.16,0.48,0.781,2.38,5.54,432.918,0.243,82.1770166663,16.6471111115,"Black s il"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.08,0.102,38.161,132.9,396.85,75.65,6.234,2.64,0.611,13.86,0.64,8.96,0.415,80.7729260002,16.647288,"Light Black"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.54,0.113,3.576,128.276,742.342,212.596,6.948,0.6,0.906,26.06,1.46,60.4,1.377,80.6335972219,16.647602778,"Red"
2016,"Andhra Pradesh","Krishna","Th tapalli",6.24,0.105,36.004,101.55,358.95,71.1,6.163,1.94,0.561,11.7,0.4,7.8,0.404,80.7778469996,16.6478249996,"Red"
2016,"Andhra Pradesh","Krishna","Battinapadu",7.9,0.766,16.2,271.799,5048.169,1502.746,142.728,0.48,1.429,3.58,3.72,6.1,0.682,80.3821944446,16.6478750001,""
2016,"Andhra Pradesh","Krishna","Velagaleru",7.01,0.215,13.599,146.659,1217.516,169.232,11.302,0.74,0.707,13.94,1.02,26.98,0.733,80.6336472224,16.648302778,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.7,0.29,3.748,77.59,800.866,222.08,15.407,0.48,0.47,11.36,0.94,23.6,0.433,80.6326472222,16.6484777779,"Red"
2016,"Andhra Pradesh","Krishna","Adavi Nekkalam",6.13,0.122,20.368,94.35,374.4,58.25,11.02,1.04,0.322,12.6,0.54,26.7,0.235,80.7338699996,16.6487239997,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.77,0.145,8.538,114.202,615.73,132.622,7.626,0.82,0.747,12.58,0.76,18.86,0.388,80.6345138892,16.6489111109,"Red"
2016,"Andhra Pradesh","Krishna","K tturu",6.6,0.048,3.23,72.422,260.918,50.459,2.099,0.46,0.27,10.66,0.34,21.08,0.34,80.6131500003,16.6489559996,"Red Soil"
2016,"Andhra Pradesh","Krishna","S.Amaravaram",7.64,0.193,13.4,291.708,5892.972,786.312,48.629,0.26,1.016,2.08,1.62,13.18,0.529,80.3150777777,16.6494222226,""
2016,"Andhra Pradesh","Krishna","K davatikallu",8.13,0.523,18,156.99,3979.186,1004.203,56.037,5.6,0.986,6.6,2.96,35.22,0.368,80.2048,16.6494666671,""
2016,"Andhra Pradesh","Guntur","Valluru",8.25,0.735,19.375,561.124,6119.071,875,30.996,0.38,1.37,5.64,1.16,9.38,0.646,80.2612000001,16.6500000001,""
2016,"Andhra Pradesh","Krishna","Velagaleru",5.78,0.159,4.526,138.663,440.105,133.289,7.876,0.74,0.594,25.74,1,28.94,0.435,80.6336805558,16.6500583337,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.13,0.087,6.544,70.106,335.667,92.728,4.249,0.58,0.263,12.36,0.64,19.52,0.312,80.6332722222,16.6500583337,"Red"
2016,"Andhra Pradesh","Krishna","K ndapalli",7.79,1.572,52.6,487.115,4921.772,1300.483,134.135,2.7,2.602,4.18,3.76,9.96,0.701,80.5745000004,16.6503611112,""
2016,"Andhra Pradesh","Krishna","Krishnavaram",7.13,0.093,16.868,92.716,365.651,77.832,5.623,0.86,0.424,3.46,0.34,4.8,0.226,80.8492029996,16.6505070001,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",5.95,0.068,2.339,94.373,623.939,184.008,9.633,0.42,0.523,13.44,0.94,46.3,0.24,80.6361250004,16.6509277776,"Red"
2016,"Andhra Pradesh","East G davari","Kesanakurru",7.81,0.301,18.273,500.643,4416.595,1207.795,5.961,0.72,1.14,4.16,8.14,561.835,0.333,82.1788888893,16.6509444447,"Black s il"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.74,0.196,4.352,171.52,954.361,163.847,9.238,1.02,0.942,18.82,0.94,36.26,0.956,80.6328194442,16.6509777781,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",6.64,0.109,5.062,149.731,855.016,132.955,4.495,0.7,0.902,12.64,0.9,32.44,0.608,80.6305277773,16.6511500001,"Red"
2016,"Andhra Pradesh","Krishna","S.Amaravaram",7.9,0.569,13.2,279.619,5574.502,1246.012,28.024,2.18,1.721,0.98,1.08,9.86,0.359,80.3150416663,16.6513944448,""
2016,"Andhra Pradesh","Krishna","Krishnavaram",7.14,0.105,17.363,95.084,393.53,79.121,5.079,1.08,0.461,5.84,0.4,7.18,0.192,80.844531,16.651616,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.16,0.255,2.524,107.103,368.498,252.457,10.948,0.86,0.662,5.02,0.68,20.66,0.307,80.6392333335,16.6516472226,"Red"
2016,"Andhra Pradesh","Krishna","Velagaleru",7.37,0.437,3.132,130.349,570.082,414.09,22.613,0.52,1.097,6.6,0.92,24.7,0.308,80.6396638893,16.6518583331,"Red"
