"Year","State","District","Village","pH","EC","P","K","Ca","Mg","S","Zn","B","Fe","Cu","Mn","C","Lon","Lat","soil_type"
2016,"Andhra Pradesh","YSR Kadapa","P rumamilla",7.97,0.161,18.732,258.256,779.589,387.184,7.731,0.22,1.512,1.46,0.34,17.04,0.342,79.0014444448,15.0009361113,""
2016,"Andhra Pradesh","YSR Kadapa","P rumamilla",8.22,0.174,4.422,324.09,2277.794,507.274,4.742,0.04,0.998,6.54,0.96,5.9,0.307,79.0012861111,15.0009500004,""
2016,"Andhra Pradesh","YSR Kadapa","P rumamilla",8.12,0.188,4.364,324.023,2209.12,482.23,8.567,0.04,1.136,9.56,1.28,10.44,0.362,79.0006444448,15.0009500004,""
2016,"Andhra Pradesh","YSR Kadapa","RangaSamudram",8.14,0.403,8.951,236.635,2944.276,489.264,29.464,0.8,1.016,7.5,1.46,8.98,0.557,78.9856805551,14.967302778,""
2016,"Andhra Pradesh","YSR Kadapa","RangaSamudram",7.93,0.423,17.425,305.511,2832.799,524.851,4.776,0.88,1.048,5.56,1.3,27.64,0.861,78.984961111,14.9838499997,""
2016,"Andhra Pradesh","YSR Kadapa","RangaSamudram",8.29,0.14,4.113,316.447,2320.774,528.763,0,0.05,0,7.24,1.1,5.7,0.438,78.9851166667,14.9678111108,""
2016,"Andhra Pradesh","YSR Kadapa","Middepadu",8.06,0.181,19.806,257.311,783.428,381.464,7.149,0.24,1.457,1.46,0.4,18.4,0.315,79.0358333336,14.8670027779,""
2016,"Andhra Pradesh","YSR Kadapa","Middepadu",8.25,0.155,4.205,309.71,2325.638,533.608,5.1,0.05,1.209,7.18,1.18,5.3,0.413,79.0342499998,14.8681388887,""
2016,"Andhra Pradesh","YSR Kadapa","Middepadu",8.25,0.161,4.282,386.895,2411.188,541.183,9.01,0.06,1.258,10.98,1.46,10.56,0.399,79.0343138886,14.8674722222,""
2016,"Andhra Pradesh","YSR Kadapa","R wthupalli",8.24,0.135,3.958,307.086,2272.906,501.467,4.712,0.05,1.239,7.72,1.2,5.94,0.402,79.0354333332,14.8672166663,""
2016,"Andhra Pradesh","YSR Kadapa","R wthupalli",7.95,0.481,23.085,383.322,3143.263,667.7,22.592,0.96,1.989,4.94,1.24,22.3,0.916,79.0349888891,14.8676722224,""
2016,"Andhra Pradesh","YSR Kadapa","R wthupalli",7.88,0.51,26.04,427.979,3065.477,709.08,16.171,1.2,1.602,4.22,1.1,25.94,0.771,79.051202778,14.8673277776,""
2016,"Andhra Pradesh","YSR Kadapa","T.SeshamPalli",8.29,0.212,4.766,418.31,2152.774,471.7,11.577,0.04,1.237,11.26,1.52,10.7,0.457,79.0340555556,14.9024444446,""
2016,"Andhra Pradesh","YSR Kadapa","T.SeshamPalli",8.18,0.488,6.139,226.185,3060.617,481.104,45.3,0.6,1.095,11.74,1.64,5.56,0.534,79.0336527781,14.9015500004,""
2016,"Andhra Pradesh","YSR Kadapa","T.SeshamPalli",8.17,0.221,4.031,467.487,2218.916,490.489,13.696,0.04,1.386,9.62,1.34,9.8,0.372,79.0191361113,14.9020249999,""
2016,"Andhra Pradesh","YSR Kadapa","S.V. Ramapuram",8.23,0.148,3.891,314.887,2270.244,507.211,5.561,0.05,1.21,7.64,1.14,6.3,0.381,79.0340277774,14.8670611115,""
2016,"Andhra Pradesh","YSR Kadapa","S.V. Ramapuram",8.25,0.132,3.751,331.613,2361.494,533.994,5.031,0.04,1.333,5.74,0.96,5.16,0.439,79.0351111115,14.8669805556,""
2016,"Andhra Pradesh","YSR Kadapa","S.V. Ramapuram",8.26,0.162,3.703,340.836,2458.375,545.098,5.885,0.06,1.145,5.28,0.94,4.7,0.401,79.0338777776,14.8687222223,""
2016,"Andhra Pradesh","YSR Kadapa","Yellavapalli",8.14,0.171,5.792,332.374,2439.106,574.95,7.852,0.12,1.369,9.24,1.34,10.84,0.438,79.0343750002,14.8847166666,""
2016,"Andhra Pradesh","YSR Kadapa","Yellavapalli",8.21,0.385,8.498,188.452,2495.493,381.233,35.569,0.6,1.193,6.76,1.42,7.76,0.511,79.0505000001,14.9026111114,""
2016,"Andhra Pradesh","YSR Kadapa","Yellavapalli",7.92,0.363,12.245,289.444,2877.718,496.382,20.473,0.56,1.986,5.94,1.32,24.92,0.869,79.0506666669,14.9005111108,""
2016,"Andhra Pradesh","YSR Kadapa","Musal reddypalli",7.93,0.382,15.028,318.705,2979.125,536.422,19.52,0.66,1.788,5.6,1.28,24.98,0.928,79.0187333338,15.0521222226,""
2016,"Andhra Pradesh","YSR Kadapa","Musal reddypalli",8.29,0.231,3.544,248.774,4506.083,952.155,9.493,0.05,1.372,4.12,0.7,10.9,0.419,79.0185138893,15.0670277777,""
2016,"Andhra Pradesh","YSR Kadapa","Musal reddypalli",8.33,0.124,3.616,317.303,2368.933,529.891,5.383,0.06,1.262,6.56,1.02,5.72,0.372,79.0187000004,15.0521388888,""
2016,"Andhra Pradesh","YSR Kadapa","S.Lingampalli",8.24,0.11,4.533,246.455,3146.838,534.72,5.279,0.05,1.204,2,0.52,10.76,0.367,79.0187055555,14.9174444447,""
2016,"Andhra Pradesh","YSR Kadapa","S.Lingampalli",8.26,0.152,3.833,304.562,2212.842,486.078,5.169,0.08,1.234,5.88,0.92,5.6,0.348,79.0190250001,14.9185611113,""
2016,"Andhra Pradesh","YSR Kadapa","S.Lingampalli",8.32,0.396,5.973,228.786,3098.238,492.306,40.799,0.38,1.061,7.64,1.18,4.62,0.514,79.0358111114,14.9353833331,""
2016,"Andhra Pradesh","YSR Kadapa","S.Seshampalli",8.3,0.154,3.549,329.627,2367.046,537.962,7.423,0.05,1.207,8.82,1.28,6.78,0.358,79.0349444446,14.9193583333,""
2016,"Andhra Pradesh","YSR Kadapa","S.Seshampalli",8.01,0.286,8.846,277.844,3110.657,468.73,21.667,0.28,1.595,5.8,1.26,12.46,0.755,79.033819444,14.919155556,""
2016,"Andhra Pradesh","YSR Kadapa","S.Seshampalli",8.13,0.161,4.176,343.126,2336.11,522.747,8.466,0.05,1.31,9.58,1.3,9.8,0.357,79.0340250003,14.9355833333,""
2016,"Andhra Pradesh","YSR Kadapa","S.Veerlapalli",8.11,0.186,4.171,367.048,2160.92,470.591,10.549,0.05,1.299,10.36,1.38,10.66,0.374,79.0189611114,14.9519444448,""
2016,"Andhra Pradesh","YSR Kadapa","S.Veerlapalli",8.24,0.138,3.463,311.631,2332.069,523.125,4.89,0.08,1.216,4.98,0.88,4.52,0.37,79.0190638886,14.9518972223,""
2016,"Andhra Pradesh","YSR Kadapa","S.Veerlapalli",8.26,0.187,21.768,336.184,759.195,366.4,9.681,0.28,2.096,2.12,0.64,18.8,0.296,79.0189999999,14.9675555558,""
2016,"Andhra Pradesh","YSR Kadapa","Siddavaram",8.12,0.175,4.625,386.845,2353.666,532.917,11.357,0.05,1.504,10.08,1.32,10.68,0.394,79.033825,14.9361055552,""
2016,"Andhra Pradesh","YSR Kadapa","Siddavaram",8.15,0.212,4.103,430.563,2320.664,513.749,13.036,0.05,1.409,10.46,1.4,12.22,0.446,79.034972222,14.9359611115,""
2016,"Andhra Pradesh","YSR Kadapa","Siddavaram",8.26,0.181,3.838,324.611,2368.047,523.6,5.842,0.06,1.303,6.66,1.06,5.64,0.392,79.0338638885,14.9516388893,""
2016,"Andhra Pradesh","YSR Kadapa","Pulivedu",8.27,0.146,3.506,314.974,2293.053,509.524,4.913,0.06,1.188,7.42,1.16,6.28,0.324,78.9684555558,14.9509638888,""
2016,"Andhra Pradesh","YSR Kadapa","Pulivedu",8.23,0.493,7.751,228.262,2933.96,473.321,36.135,0.54,1.085,9.52,1.54,7.06,0.509,78.969277778,14.9504805553,""
2016,"Andhra Pradesh","YSR Kadapa","Pulivedu",8.22,0.491,30.412,142.229,2388.018,661.74,24.405,0.22,2.516,8.88,1.36,5.88,0.698,78.9515305559,14.951166667,""
2016,"Andhra Pradesh","YSR Kadapa","Sancharla",8.13,0.386,23.036,399.097,646.978,304.961,24.939,0.52,1.818,3.08,0.64,29.22,0.436,79.0185388887,15.1357499998,""
2016,"Andhra Pradesh","YSR Kadapa","Sancharla",8.27,0.151,4.316,316.29,2218.631,493.284,5.209,0.04,1.267,6.86,1.06,5.82,0.323,79.0174361112,15.1350305556,""
2016,"Andhra Pradesh","YSR Kadapa","Sancharla",8.24,0.445,6.805,219.18,2927.054,468.191,44.103,0.54,1.27,9.74,1.54,6.44,0.389,79.0173555553,15.1353361111,""
2016,"Andhra Pradesh","YSR Kadapa","Siddannakitchayapalli",8.18,0.187,3.054,318.222,2335.098,529.813,7.256,0.04,1.223,9.2,1.22,7.7,0.321,79.0175638887,15.0675333334,""
2016,"Andhra Pradesh","YSR Kadapa","Siddannakitchayapalli",8.23,0.18,2.92,341.164,2462.524,554.248,6.291,0.08,1.275,6.48,0.98,5.82,0.376,79.0192777779,15.0690555556,""
2016,"Andhra Pradesh","YSR Kadapa","Siddannakitchayapalli",8.14,0.231,3.727,436.533,2254.306,510.737,13.163,0.04,1.304,8.26,1.14,11.48,0.377,79.0187055555,15.0683,""
2016,"Andhra Pradesh","YSR Kadapa","Chinnayapalli",8.06,0.203,18.711,252.044,754.737,384.104,7.941,0.12,1.679,0.98,0.32,17.18,0.356,79.0186027774,14.951333333,""
2016,"Andhra Pradesh","YSR Kadapa","Chinnayapalli",8.19,0.24,19.332,290.813,911.042,393.372,15.116,0.3,1.85,4.36,0.84,17.84,0.372,79.0176472225,14.9517916671,""
2016,"Andhra Pradesh","YSR Kadapa","Chinnayapalli",8.29,0.145,3.616,330.766,2315.345,524.269,4.852,0.06,0.819,6.92,1.02,6.16,0.405,79.0176083332,14.9514999998,""
2016,"Andhra Pradesh","YSR Kadapa","Kavalakuntla",8.2,0.475,7.464,209.824,2755.208,446.381,29.91,0.62,0.814,8.16,1.42,7.68,0,79.0179583331,15.0355888891,""
2016,"Andhra Pradesh","YSR Kadapa","Kavalakuntla",8.23,0.745,6.026,166.221,2014.506,450.313,14.578,0.05,0.919,5.06,1.04,8.06,0.328,79.0180138887,15.0509305552,""
2016,"Andhra Pradesh","YSR Kadapa","Kavalakuntla",8.19,0.141,1.499,234.19,2720.806,551.346,0,0.16,0,4.34,0.92,9.4,0.161,79.0172972226,15.0508055557,""
2016,"Andhra Pradesh","YSR Kadapa","Balayapalli",7.92,0.145,6.953,362.225,2574.655,400.674,4.12,0.12,1.137,2.8,0.92,11.8,0.407,79.0172500001,15.0838666666,""
2016,"Andhra Pradesh","YSR Kadapa","Balayapalli",8.28,0.221,7.002,195.625,1981.598,239.624,7.526,0.1,0.906,1.48,0.6,11.4,0.238,79.0171805553,15.0856333335,""
2016,"Andhra Pradesh","YSR Kadapa","Balayapalli",8.03,0.152,10.833,366.48,2694.117,580.858,8.113,0.05,1.014,7.64,1.14,16.2,0.53,79.0171722222,15.0847777779,""
2016,"Andhra Pradesh","YSR Kadapa","Akkamgundla",8.18,0.325,25.657,574.42,2618.343,458.545,14.064,0.64,2.05,2.88,1.1,14.18,0.79,78.8525833331,15.1508805554,""
2016,"Andhra Pradesh","YSR Kadapa","Akkamgundla",8.3,0.646,18.537,314.448,2108.05,644.68,40.413,0.2,2.267,16.88,1.64,11.82,0,78.8527222226,15.1338805556,""
2016,"Andhra Pradesh","YSR Kadapa","Akkamgundla",8.31,0.295,21.267,265.905,2538.601,521.018,13.909,0.48,1.153,5.8,1.82,9.54,0.525,78.852397222,15.0005833334,""
2016,"Andhra Pradesh","YSR Kadapa","M  lapalli",8.18,0.148,16.535,375.722,2351.802,804.041,3.765,0.12,1.993,8.58,1.5,9.52,0.355,78.9185833334,15.0354,""
2016,"Andhra Pradesh","YSR Kadapa","M  lapalli",8.28,0.196,17.846,305.715,2284.362,810.822,8.851,0.26,1.706,13.96,1.52,8.52,0.424,78.9181333333,15.0358305558,""
2016,"Andhra Pradesh","YSR Kadapa","M  lapalli",8.5,0.252,13.464,184.382,2046.892,420.46,10.693,0.68,1.461,6.42,0.98,10.26,0.439,78.9179999998,15.0353777778,""
2016,"Andhra Pradesh","YSR Kadapa","G nthivaripalli",8.36,0.291,19.273,248.563,1164.325,403.477,12.719,0.54,1.678,2.28,0.86,9,0.582,78.9178611112,15.0355194444,""
2016,"Andhra Pradesh","YSR Kadapa","G nthivaripalli",8.38,0.235,4.679,82.304,649.077,216.945,6.061,6.88,0.889,1.46,0.34,10.64,0.167,78.9182055551,15.0354361114,""
2016,"Andhra Pradesh","YSR Kadapa","G nthivaripalli",8.22,0.406,17.163,130.219,1449.543,561.883,22.069,0.12,1.225,7.28,0.9,9.32,0.43,78.9182944441,15.0355027781,""
2016,"Andhra Pradesh","YSR Kadapa","Katheragandla-I",8.15,0.435,43.528,323.642,2370.571,563.15,19.211,0.64,2.139,18.38,2.14,14.12,0.703,78.9172638885,15.0024444444,""
2016,"Andhra Pradesh","YSR Kadapa","Katheragandla-I",8.25,0.368,26.606,334.155,2001.962,862.911,11.15,0.86,2.244,12.1,1.64,9.26,0.442,78.9837138889,15.0019861112,""
2016,"Andhra Pradesh","YSR Kadapa","Katheragandla-I",8.57,0.306,13.751,283.782,2090.886,688.717,14.222,0.96,2.13,8.62,1.24,8.28,0.372,78.9179805556,15.0023055558,""
2016,"Andhra Pradesh","YSR Kadapa","Vengalampalli",8.43,0.054,15.588,206.04,607.017,156.407,1.637,0.34,0.25,1.58,7.22,9.08,0.183,78.9175944442,15.0173333333,""
2016,"Andhra Pradesh","YSR Kadapa","Vengalampalli",8.05,1.205,14.77,212.908,2390.719,599.336,19.638,0.14,1.351,10.7,1.52,10.42,0.537,78.9024388892,15.0173638886,""
2016,"Andhra Pradesh","YSR Kadapa","Vengalampalli",8.16,0.246,10.894,390.411,2045.293,567.324,8.199,0.28,1.084,6.32,1.36,12.16,0.523,78.9026333335,15.0173888889,""
2016,"Andhra Pradesh","YSR Kadapa","Itukalapadu",8.34,0.191,17.252,424.155,2446.973,823.016,7.622,0.08,1.695,8.34,1.5,7.04,0.528,78.886097222,14.9504416668,""
2016,"Andhra Pradesh","YSR Kadapa","Itukalapadu",8.18,1.078,10.501,83.028,1782.29,348.629,13.008,0.12,0.789,8.22,0.94,19.26,0.306,78.9005305557,14.9508833329,""
2016,"Andhra Pradesh","YSR Kadapa","Itukalapadu",7.85,0.285,53.346,525.031,2114.834,597.213,68.374,0.64,2.108,2.72,1.38,16.96,1.055,78.9006166667,14.9509944441,""
2016,"Andhra Pradesh","YSR Kadapa","Varikuntla",8.45,0.337,9.969,263.36,5128.381,704.58,11.806,0.1,0.982,2.92,0.54,10.82,0.181,78.900725,14.9504999996,""
2016,"Andhra Pradesh","YSR Kadapa","Varikuntla",7.8,3.28,17.042,193.937,2313.508,653.637,217.441,0.04,1.458,5.94,1,14.16,0.337,78.9027361107,14.9527361108,""
2016,"Andhra Pradesh","YSR Kadapa","Varikuntla",7.93,0.522,20.714,468.513,1497.873,473.625,8.725,0.72,1.618,1.84,0.74,9.6,0.46,78.9005833334,14.952052778,""
2016,"Andhra Pradesh","YSR Kadapa","Savisettypalli",8.26,0.728,31.246,283.547,2009.071,936.719,0,0.22,0,18.2,1.9,11.46,0.406,78.9341138885,14.9510333335,""
2016,"Andhra Pradesh","YSR Kadapa","Savisettypalli",8,0.277,9.679,286.973,5676.192,593.911,17.104,0.1,2.282,2.76,0.68,6.06,0.279,78.9336444442,14.9514333331,""
2016,"Andhra Pradesh","YSR Kadapa","Savisettypalli",8.22,0.426,42.074,312.285,2376.631,578.806,7.27,0.54,1.18,16.24,2.28,11.62,0.672,78.9336611114,14.9511527779,""
2016,"Andhra Pradesh","YSR Kadapa","Vankamarri",8.21,0.218,10.969,165.271,2291.917,869.371,5.379,0.1,1.27,3.2,0.82,15.96,0.534,78.9341138885,14.9350527774,""
2016,"Andhra Pradesh","YSR Kadapa","Vankamarri",8.46,0.144,16.488,273.196,712.024,400.433,7.617,0.16,0.75,1.38,0.46,9.88,0.335,78.9347944442,14.9355444448,""
2016,"Andhra Pradesh","YSR Kadapa","Vankamarri",8.36,0.196,12.082,160.929,1558.192,458.029,7.943,0.44,1.155,3.84,0.74,9.18,0.358,78.9342694443,14.9358972219,""
2016,"Andhra Pradesh","YSR Kadapa","Vankamarri",8.36,0.266,5.592,165.644,890.605,392.799,24.406,0.16,0.579,2.3,0.54,12.24,0.348,78.9356000002,14.9350305551,""
2016,"Andhra Pradesh","YSR Kadapa","Akkampeta",8.25,0.135,3.482,251.899,2824.974,571.997,4.401,0.1,0.521,5.18,1,9.58,0.199,78.9012527779,14.9178416663,""
2016,"Andhra Pradesh","YSR Kadapa","Akkampeta",7.9,0.686,19.545,248.591,2612.206,669.47,23.239,0.04,1.55,6.04,1.52,10.14,0.34,78.9012750001,14.9177222219,""
2016,"Andhra Pradesh","YSR Kadapa","Pagadalapalli",7.98,2.71,24.467,183.629,2364.396,762.734,33.792,0.08,1.814,15.36,1.6,8.62,0.655,78.9008250001,14.9849555552,""
2016,"Andhra Pradesh","YSR Kadapa","Pagadalapalli",8.65,0.718,42.688,432.866,2087.705,568.048,21.816,0.78,2.311,12.02,2.52,17.84,0.839,78.9006166667,14.9848249997,""
2016,"Andhra Pradesh","YSR Kadapa","Pagadalapalli",8.32,0.172,5.539,188.61,2198.623,425.14,6.84,0.44,0.741,4.64,0.76,10.78,0.364,78.9013055555,14.9860277782,""
2016,"Andhra Pradesh","YSR Kadapa","Nayunipalli",8.04,1.132,30.572,323.434,2209.186,641.016,0,0.58,0,11.68,2.28,11.94,0.762,78.8522500002,15.0342083335,""
2016,"Andhra Pradesh","YSR Kadapa","Nayunipalli",8.16,0.582,23.303,335.355,2169.467,684.449,41.406,0.82,2.415,12.7,4.78,22.8,0.739,78.8521305559,15.0193722223,""
2016,"Andhra Pradesh","YSR Kadapa","Rampadu",7.78,0.238,6.554,272.097,1991.111,382.67,10.619,0.12,0.964,3.34,1.12,11.22,0.555,78.9347222224,15.0182138892,""
2016,"Andhra Pradesh","YSR Kadapa","Rampadu",8.25,0.451,13.163,71.559,1894.688,420.424,18.609,0.32,1.107,10.16,1.12,15.68,0.408,78.9343666664,15.0180416663,""
2016,"Andhra Pradesh","YSR Kadapa","Rampadu",8.19,0.81,21.256,234.666,1818.594,774.932,82.02,0.4,2.483,21.4,2.2,12.98,0.539,78.9344388891,15.0186805555,""
2016,"Andhra Pradesh","YSR Kadapa","Katheragandla-II",7.67,1.722,45.28,336.108,2593.136,811.693,85.3,0.92,2.506,4.06,1.32,40.46,1.101,78.9186944446,14.9856944444,""
2016,"Andhra Pradesh","YSR Kadapa","Katheragandla-II",7.99,0.671,11.454,221.921,2258.31,459.036,15.417,10.54,1.339,5.06,0.88,7.58,0,78.9020305557,15.019086111,""
2016,"Andhra Pradesh","YSR Kadapa","Katheragandla-II",8.32,0.173,10.096,400.94,2181.881,684.116,5.175,0.04,1.829,6.82,1.38,10.28,0.458,78.9021666663,15.018638889,""
2016,"Andhra Pradesh","YSR Kadapa","Ganganapalli",8.14,0.416,5.894,430.793,2293.246,758.123,17.221,0.8,2.532,4.84,0.96,8.94,0.487,78.9005333337,15.0187666664,""
2016,"Andhra Pradesh","YSR Kadapa","Ganganapalli",8.49,0.188,8.875,134.407,1918.396,465.933,5.172,0.04,0.725,4.04,0.62,12.26,0.236,78.9005249997,15.0186916666,""
2016,"Andhra Pradesh","YSR Kadapa","Ganganapalli",8.56,0.121,4.656,179.767,2536.251,526.511,3.696,0.05,0.867,2.96,0.44,4.08,0.174,78.9005305557,15.0187055557,""
2016,"Andhra Pradesh","YSR Kadapa","Narasapuram",7.33,0.042,6.307,229.496,1259.037,318.042,2.709,0.36,0.418,3.4,0.98,7.8,0.206,78.9337722226,15.0506361109,""
2016,"Andhra Pradesh","YSR Kadapa","Narasapuram",8.22,0.132,9.592,281.004,5634.16,527.26,7.284,0.16,0.42,2.16,0.68,3.72,0.288,78.9184166665,15.0506388889,""
2016,"Andhra Pradesh","YSR Kadapa","Narasapuram",8.63,0.467,9.693,137.692,2580.007,705.078,26.182,0.05,1.494,5.12,0.68,6.2,0.294,78.9025444445,15.0511111112,""
2016,"Andhra Pradesh","YSR Kadapa","Vasudevapuram",8.16,0.076,4.115,104.172,785.767,136.405,3.456,0.05,0.43,1.7,0.28,5.12,0.821,78.9010027781,15.0524388891,""
2016,"Andhra Pradesh","YSR Kadapa","Vasudevapuram",8.39,0.131,7.548,177.375,2022.714,437.986,2.459,0.18,0.597,7.62,1.02,9.48,0.391,78.9015416671,15.0518944441,""
2016,"Andhra Pradesh","YSR Kadapa","Vasudevapuram",8.34,0.647,18.509,343.98,2346.812,635.312,37.412,0.18,2.288,11.24,1.36,9.06,0.582,78.901083333,15.0685555559,""
2016,"Andhra Pradesh","YSR Kadapa","Pattigunta",8.56,0.135,3.113,227.691,2968.412,587.437,3.599,0.18,0.904,4.72,0.94,7.62,0.273,78.9359083337,15.0520805552,""
2016,"Andhra Pradesh","YSR Kadapa","Pattigunta",8.19,0.32,50.193,350.671,2126.679,971.993,14.016,0.66,3.422,9.56,1.52,7.48,0.638,78.9514722223,15.0523611113,""
2016,"Andhra Pradesh","YSR Kadapa","Pattigunta",8.11,0.128,17.517,270.73,1878.917,239.489,5.84,0.48,0.705,2.66,15.62,12.88,0.63,78.9353416664,15.0527222224,""
2016,"Andhra Pradesh","YSR Kadapa","bulapuram",7.29,0.096,6.027,209.412,1209.522,199.964,0,0.16,0,3.08,0.98,12.94,0.397,78.9507944446,15.0507722224,""
2016,"Andhra Pradesh","YSR Kadapa","bulapuram",7.81,0.571,56.11,260.217,2462.659,474.627,18.335,0.38,1.884,21.86,2.04,8.76,0.802,78.951277778,15.0508638885,""
2016,"Andhra Pradesh","YSR Kadapa","bulapuram",8.24,0.135,2.53,202.098,2625.914,531.169,6.918,0.14,0.983,4.02,0.82,8.96,0.211,78.9512277775,15.0512416667,""
2016,"Andhra Pradesh","YSR Kadapa","Uppaluru",8.15,0.247,9.321,268.787,1705.969,343.896,20.274,8.48,1.079,6.78,1.38,16.52,0.503,78.9351111108,15.0684444447,""
2016,"Andhra Pradesh","YSR Kadapa","Uppaluru",8.11,0.597,20.242,198.478,2113.359,728.756,31.947,0.56,2.108,8.94,1.24,11.22,0.658,78.9351666664,15.05225,""
2016,"Andhra Pradesh","YSR Kadapa","Uppaluru",7.92,0.532,57.044,237.543,2245.728,430.264,18.331,0.32,1.938,17.4,1.66,7.78,0.736,78.9512222224,15.0670611111,""
2016,"Andhra Pradesh","YSR Kadapa","Vemakunta",7.92,0.276,13.688,212.335,1920.087,417.931,19.795,7.78,0.995,4.14,2.7,19.62,0.83,79.0175611116,14.8351305554,""
2016,"Andhra Pradesh","YSR Kadapa","Vemakunta",8.19,0.542,24.047,183.542,1767.203,395.015,30.454,1.38,1.356,7.06,1.18,5.28,0.414,79.0191944441,14.8515083331,""
2016,"Andhra Pradesh","YSR Kadapa","Vemakunta",8.08,0.291,5.095,213.713,1631.334,495.662,15.712,0.05,1.378,7.26,1.3,7.24,0.262,79.0185000002,14.8341083329,""
2016,"Andhra Pradesh","YSR Kadapa","B dugundupalli",10.11,0.954,6.652,110.183,1359.92,60.208,12.783,0.04,2.86,3.5,0.52,7.16,0.052,78.9669888892,14.9006650001,""
2016,"Andhra Pradesh","YSR Kadapa","B dugundupalli",9.96,11.42,21.923,144.016,369.403,22.655,377.255,0.24,6.758,4.98,0.24,0.94,0.174,78.9674361113,14.9006111109,""
2016,"Andhra Pradesh","YSR Kadapa","B dugundupalli",8.2,0.317,17.697,251.288,2857.847,487.136,0,0.2,0,13.8,2,8.08,1.075,78.9676861111,14.9008138891,""
2016,"Andhra Pradesh","YSR Kadapa","B dugundupalli",8.51,0.615,23.612,131.154,1881.623,256.683,17.387,0.24,1.501,18.42,2,9.28,0.653,78.9670083335,14.9014638885,""
2016,"Andhra Pradesh","YSR Kadapa","Munnelli",7.91,0.922,35.995,236.201,1807.9,460.889,36.36,0.6,1.435,4.98,1.02,10.8,0.53,78.9688416671,14.9025444447,""
2016,"Andhra Pradesh","YSR Kadapa","Munnelli",7.96,0.341,30.398,166.299,1877.507,365.677,27.705,3.56,1.11,4.76,2.12,15.44,0.491,78.968477778,14.9026694441,""
2016,"Andhra Pradesh","YSR Kadapa","Munnelli",8.06,0.865,30.169,158.609,795.703,294.23,40.093,0.28,1.124,3.42,0.58,9.8,0.233,78.9678277777,14.9024027781,""
2016,"Andhra Pradesh","YSR Kadapa","Munnelli",7.9,1.976,21.804,498.415,2426.441,562.417,249.15,0.9,2.428,11.92,2.86,8.24,0.829,78.9689305552,14.9020861115,""
2016,"Andhra Pradesh","YSR Kadapa","Munnelli",8.29,0.432,16.237,148.157,1663.847,328.727,27.606,0.44,1.56,9.98,0.92,8.54,0.497,78.9683111112,14.9019277777,""
2016,"Andhra Pradesh","YSR Kadapa","Munnelli",7.93,0.302,31.076,170.28,1999.065,476.751,19.355,0.54,1.378,14.7,1.6,14.2,0.722,78.9672722224,14.9024611108,""
2016,"Andhra Pradesh","YSR Kadapa","KamaKunta",8.12,0.271,21.013,118.176,2228.924,586.215,23.134,0.68,1.252,25.5,2.34,11.88,0.738,79.0186916664,14.835277778,""
2016,"Andhra Pradesh","YSR Kadapa","KamaKunta",7.95,0.782,21.105,208.019,1839.251,485.16,126.523,0.96,1.531,15.92,2.62,16.28,0.504,79.0179138886,14.8345444448,""
2016,"Andhra Pradesh","YSR Kadapa","KamaKunta",8.25,0.671,7.033,207.455,2595.139,646.31,41.2,0.04,1.943,3.06,0.88,13.04,0,79.0188638893,14.835277778,""
2016,"Andhra Pradesh","YSR Kadapa","MadhavaRayunipalli",7.94,1.512,20.846,495.868,2264.485,524.348,117.473,0.68,2.003,9.88,2.34,7.66,0,79.0024527782,14.851416667,""
2016,"Andhra Pradesh","YSR Kadapa","MadhavaRayunipalli",8.17,0.356,47.493,810.744,2630.042,401.842,25.024,0.78,1.501,3.04,0.68,18.94,0.914,79.0012499997,14.8510833333,""
2016,"Andhra Pradesh","YSR Kadapa","MadhavaRayunipalli",8.3,0.345,28.183,228.211,1117.313,333.692,8.251,0.52,1.293,8.32,1.92,7.68,0.694,79.000833333,14.8504888887,""
2016,"Andhra Pradesh","YSR Kadapa","M.Narasimhapuram",8.22,0.206,24.781,0,0,0,0,0.18,0,16.98,2,7.22,0.696,79.0172055556,14.8512777775,""
2016,"Andhra Pradesh","YSR Kadapa","M.Narasimhapuram",7.99,0.687,8.895,257.621,2681.023,715.648,37.721,0.1,1.676,2.14,0.7,16.54,0.522,79.0173333331,14.8336944442,""
2016,"Andhra Pradesh","YSR Kadapa","M.Narasimhapuram",8.69,0.41,17.416,121.836,1933.647,734.986,14.33,0.1,2.041,8.9,0.98,4.5,0.643,79.0173861107,14.8191583333,""
2016,"Andhra Pradesh","YSR Kadapa","Prabhalaveedu",8.22,0.556,11.174,109.578,2552.219,264.229,35.001,8.76,0.808,3.28,0.72,8.2,0.496,79.0187361109,14.7838750003,""
2016,"Andhra Pradesh","YSR Kadapa","ChennaKesaPuram",8.46,6.52,3.63,404.342,1760.48,158.617,115.216,0.58,2.941,2.36,0.78,32.3,0.729,78.9525749997,14.8691277778,""
2016,"Andhra Pradesh","YSR Kadapa","ChennaKesaPuram",8.89,4.15,31.18,481.654,1659.487,122.878,106.846,0.96,3.198,1.7,0.82,25.34,0.59,78.9523999998,14.8670888888,""
2016,"Andhra Pradesh","YSR Kadapa","ChennaKesaPuram",8.83,0.676,6.233,334.067,2225.833,720.878,18.387,0.4,1.796,11.84,1.2,12.98,0.427,78.9514361109,14.8686861109,""
2016,"Andhra Pradesh","YSR Kadapa","ThippaRajupalli",8.13,0.418,13.451,309.115,2511.082,760.465,23.834,0.4,1.985,8.28,1.3,15.42,0.513,78.0184750001,14.7843888891,""
